text,top_keywords,keyword_scores,predicted_label
Fiquei satisfeito com a rapidez da entrega,"##eito, com, ##idez","0.4666, 0.2181, 0.1897",positive
Bom,Bom,0.0131,positive
Recomendo sim a loja,"a, ##ndo, ##ome","0.37, 0.3197, 0.2695",positive
 negação recebi o produto completo comprei quantidade numero e recebi somente numero e consta na nota da entrega tem quantidade numero e com volume numero Quero receber a outra sem custo nenhum Pois o erro negação foi me,"negação, nenhum, ##is","0.2458, 0.2061, 0.1794",negative
bom produto,"produto, bom","0.2541, 0.0285",positive
Ótimo produto,"produto, ##timo, Ó","0.4549, 0.3092, 0.0257",positive
Continui assim,"##i, assim, Continu","0.2191, 0.1541, 0.0192",positive
 negação recomendo o produto veio rasgado negação corresponde à qualidade do produto do site Se pudesse gostaria do dinheiro de volta,"##gado, ##o, à","0.1843, 0.1834, 0.135",negative
Excelente atendimento produto chegou antes do previsto muito obrigada,"##ente, atendimento, produto","0.1517, 0.0942, 0.0809",positive
Perfeito chegou muito rapido,"##ido, chegou, ##feito","1.4156, 0.9977, 0.7789",positive
ótimo entrega rápida e eficiente gostei muito,"entrega, ##te, rápida","0.2621, 0.2513, 0.1769",positive
Mim deixou esperar muito tempo para depois vim avisar que negação era mais possível efetuar a entrega,"deixou, muito, esperar","0.3344, 0.3166, 0.2755",negative
Muito bom,"bom, Muito","0.2464, 0.0155",positive
Tudo certo produto ótimo recebi antes do prazo satisfeita com minha compra Obrigada baratheon parabéns pela agilidade em entregar o produto Eu recomendo produto e loja Nada a reclamar,"certo, ##r, receb","0.0824, 0.0782, 0.077",positive
Ótimo perfume recomendo,"perf, ##timo, ##o","0.238, 0.1745, 0.1202",positive
Então Gostei Mais veio diferente do que eu pedi mais Gostei também a entrega foi bem rápida,"do, diferente, ##te","0.6898, 0.6025, 0.5437",positive
Otima compra Obrigada,"compra, Ob, ##da","0.4141, 0.3451, 0.2243",positive
O produto estava com a embalagem violada porém testei e negação tinha nenhum item faltando no conteúdo,"##i, ##ndo, teste","0.5244, 0.388, 0.3646",negative
COMPREI DOIS ITENS ME ENTREGARAM APENAS numero ITEM E NO MEU CARTÃO FOI LANÇADO numero ITENS AGUARDANDO CONTATO DA LOJA,"##M, ##AS, ##RE","0.1013, 0.0861, 0.0588",negative
O produto foi entregue conforme pedido No entanto a película veio rachada Como faço para proceder quanto a isso,"##da, ##der, ##ço","0.3172, 0.2722, 0.2212",negative
bom,bom,0.0152,positive
Na imagem parece ser uma lâmpada maior e na verdade é a menor e na descrição negação vem informando qual tipo de lâmpada,"negação, vem, é","0.225, 0.1502, 0.1441",negative
meu filho amou otimo produto,"##o, ##u, filho","0.2749, 0.2214, 0.1368",positive
Chegou antes do tempo Adorei,"antes, ##rei, do","0.2642, 0.2138, 0.1757",positive
Até o momento recebi apenas um dos produtos Falta entregar o outro,"##ta, receb, o","0.2797, 0.2033, 0.2032",negative
O unico ponto positivo foi a entrega dentro do prazo produto de péssima qualidade parte interna solta da carcaça e pra piorar negação funciona Foi dinheiro jogado fora negação recomendo a ninguém,"ponto, foi, do","0.4174, 0.4069, 0.3848",negative
Sempre comprei no baratheon eu recomendo,"##o, compre, ##the","0.2852, 0.21, 0.1333",positive
Entrega antes do prazo previsto sensacional,"##ional, ##ac, do","0.6728, 0.6548, 0.4928",positive
Muito Bom,"Bom, Muito","0.2329, 0.0169",positive
desde pedido negação vieram as almofadas ainda,"##das, as, vieram","0.4009, 0.3972, 0.3068",negative
Cara sem palavras esse serviço me prometeram o produto em um dia e chegou duas semanas antes,"##ram, esse, sem","0.2695, 0.2666, 0.2454",positive
Produto de qualidade muito boa,"boa, muito, ##to","0.6375, 0.5105, 0.3343",positive
Foi entregue o produto correto,"entregue, o, correto","0.3894, 0.3338, 0.2555",positive
Equipe baratheon está de parabéns Comparei mais vezes indicarei para as pessoas que conheço forte abraço a todos,"##on, ##the, bara","0.1054, 0.0984, 0.0706",positive
Das numero und compradas só chegaram numero e sem nota fiscal Isso mostra a grande falta de organização,"numer, fiscal, ##o","0.1256, 0.0983, 0.0926",negative
As funções dele é meramente ilustrativa negação funcionam apenas a hora,"ilustra, ##tiva, apenas","0.7403, 0.6164, 0.4507",negative
E a segunda vez que pago frete é mandam eu ir retirar nos correios eo frete serve p quê,"fre, p, ##m","0.5237, 0.3959, 0.3842",negative
Atendimento muito bom estão de parabéns em tudo,"estão, ##ndimento, muito","0.1363, 0.1015, 0.101",positive
Tdo certo,"##do, certo, T","0.484, 0.4178, 0.0633",positive
Comprei com um pouco de receio por ser um conceito novo de e commerce mas fui surpreendido de forma positiva o pagamento faturamento e envio da mercadoria super rápido e com muita comunicação,"o, ##io, e","0.1692, 0.1426, 0.1342",positive
Produto chegou em menos de numero horas,"em, ##to, chegou","0.4128, 0.2736, 0.2128",positive
Super prática fácil de limpar e ocupa pouco espaço recomendo a todos,"fácil, de, prática","0.171, 0.1562, 0.1382",positive
o sensor negação tem a letra up em dois sensores com ligo,"tem, u, ##p","0.3269, 0.3087, 0.181",positive
Um pouco inferior ao que imaginava,"ao, inferior, pouco","0.4297, 0.2951, 0.232",negative
recomendo a todos entregue antes do prazo e veio em perfeitas condições,"##o, e, ##s","0.166, 0.1574, 0.1019",positive
Ótimo vendedor e excelente entrega o produto que adquiri é de boa qualidade melhor do que pesei ser,"vende, ##timo, entrega","0.1306, 0.1128, 0.0831",positive
Entrega no tempo previsto tudo conforme combinado,"tudo, combinado, ##ga","0.2952, 0.255, 0.2533",positive
Fiquei com receio de fazer essa comora pela Internet mas fiz e vi que valeu a pena Produto entregue mais cedo que o previsto e com todo informação durante seu transporte Parabéns targaryen e lannister,"##éns, tar, ##b","0.1331, 0.1323, 0.0881",positive
mas entrega se deu um destaque pela eficiência do produto quanto a questão de preço ai deixou a desejar mas recomendo sem duvida,"##r, se, a","0.3608, 0.2629, 0.2424",positive
Segundo produto no mesmo mês que negação recebo com certeza negação comprarei mais nas lannister minha ultima compra foi essa,"produto, ##o, negação","0.2058, 0.1589, 0.1533",negative
As vezes acesso o site de uma determinada loja seleciono o produto e vejo que negação é vendido por aquela loja desistindo da compra Mas é por parceiros como este que negação mais farei isso Recomendo,"##ndo, ##ome, mais","1.0294, 0.6554, 0.5473",negative
Bons produtos preços razoáveis contudo o rastreamento do pedido é completamente ineficiente,"##áveis, ##s, ##amento","0.5397, 0.4287, 0.3617",negative
Fiquei muito satisfeita com a compra facilidade e entrega rápida,"##eita, e, muito","0.2538, 0.157, 0.1104",positive
Vendedor confiável produto ok e entrega antes do prazo,"produto, ##de, do","0.11, 0.1001, 0.0799",positive
A cabeça é linda design bem desenhado estilosa chegou no prazo e é um produto excelente Só achei mto caro o frete e o preço dela podia ser melhor,"ac, o, m","0.2411, 0.2229, 0.1972",positive
Foi cancelado o produto pois venderam algo que negação tem em estoque,"o, cancelado, vender","0.4304, 0.2365, 0.1914",negative
Loja excelente e produto muito bom,"e, excelente, bom","0.3632, 0.3385, 0.3368",positive
entregue conforme dito na pagina,"conforme, dito, na","0.4147, 0.3814, 0.3149",positive
Gostei Aplicação delicada pelos detalhes e porque comprei o menorzinho mas deu certo,"##ada, ##te, pelos","0.7762, 0.4943, 0.3348",positive
Recomendo com certeza Assim que estiver na metade vou adquirir outra oferta semelhante,"vou, Assim, ##ndo","0.2334, 0.1749, 0.1425",positive
Tive problemas com a entrega E ainda negação mandaram todos os produtos,"com, ##ve, ##am","0.2701, 0.2165, 0.2031",negative
Loja responsável,"responsável, Loja","0.8512, 0.2442",positive
Minha encomenda deu um probleminha e com a ajuda do vendedor que fora do horário comercial me ajudou a resolver,"##min, deu, ##ha","0.4774, 0.3118, 0.2587",negative
Efetuei a compra já passou a data provável da entrega e até o momento negação recebi o produto e nem um parecer da loja Necessito do produto com para meu trabalho Verdadeiro descaso com o consumido,"##iro, com, ##i","0.0536, 0.0534, 0.0474",negative
Ao contrário do que era anunciado o jogo de tapetes automotivo negação se encaixou corretamente no Citroen Aircross numero principalmente o do motorista Mesmo cortando partes dele negação ficou legal,"##ou, do, se","0.318, 0.2907, 0.271",negative
Vou continuar comprando,"##ndo, compra, ##u","0.4861, 0.4053, 0.2929",positive
Comprei um relógio e veio o modelo diferente do qual solicitei,"do, o, e","0.2485, 0.1755, 0.1417",negative
Estou satisfeito com a entrega no prazo mas o box veio todo amassado E gostaria de fazer uma troca por um box negação avariado,"##do, ##eito, ##aria","0.4237, 0.4077, 0.3174",negative
Problema no sistema de Correios por conta da greve,"##ma, ##ble, por","0.3668, 0.2326, 0.1957",negative
Desde que solucionem o meu problema eu recomendaria pq consta que meu produto foi entre e ele ainda negação chegou,"que, que, ##cion","0.2642, 0.2602, 0.2537",negative
 negação gostei do produto o cabelo fico só um pouco platinado quase nada negação vale o valor que está sendo vendido,"##te, gos, ##do","0.1216, 0.0932, 0.0859",negative
Seria uma sugestão as imagens negação são parecidas com o produto original se possivel tirar fotos do produto de uma forma que a visualização seja mais clara Pois o produto que comprei achei diferente,"as, ##s, ##is","0.34, 0.2604, 0.2385",negative
Recebi informação sobre a situação do meu pedido até o recebimento Chegou no prazo e o produto é o que eu especifiquei,"no, ##fi, sobre","0.2996, 0.2217, 0.207",positive
Foi entregue a toalha marron a vermelha negação veio e a nota estava com a toalha como faço agora pois preciso da toalha e nada fica difícil desta forma continuar cliente de vocês,"veio, e, estava","0.3757, 0.2957, 0.2158",negative
Enviei e mail ontem e estou aguardando p ver o procedimento p fazer devolução Entrei em contato com o responsável da nota e o mesmo diz que mandaria uma resistência para fazermos a troca Incorreto,"##to, ##orre, e","0.4099, 0.3058, 0.2346",negative
 gostei do produto so parece com defeito mesmo com uso constante o mesmo esta atrasando muito vou entrar com uma solicitação de troca do produto,"##te, ##ito, parece","0.4046, 0.2819, 0.2705",positive
Recomendo,"##ndo, ##ome, Rec","0.3663, 0.3355, 0.0536",positive
Ótima loja produto bom entrega correta,"loja, ##tima, correta","0.2805, 0.2571, 0.24",positive
Me entregaram uma mochila em vez do esterilizador,"do, ##ili, ##za","0.3346, 0.3332, 0.2418",negative
Compro no shopping a anos nunca atrasaram um pedido muito pelo contrário sempre chega antes do prazo dessa vez negação chegou até agora,"##aram, sempre, chegou","0.5366, 0.4399, 0.4306",negative
Tudo entregue,"entregue, Tudo","0.4597, 0.0342",positive
Meus Parabéns,"##s, ##éns, ##b","0.2515, 0.1653, 0.1379",positive
comprei um relogio da cor branca e mandaram um vermelho,"##i, ##am, ##og","0.2543, 0.2015, 0.1546",negative
muito bom recebi minha compra antes do que previa,"receb, bom, ##i","0.2494, 0.22, 0.1855",positive
Demora demais por um produto sem qualidade que veio todo dobrado e marcado negação recomento,"##ora, que, por","0.1422, 0.131, 0.1279",negative
Entrega no prazo mesmo com greve do correios produto bem acondicionado Excelente,"##ente, mesmo, ##cionado","0.1986, 0.0912, 0.0912",positive
Recebi uma das duas cadeiras compradas Estou no aguardo de retorno e até o momento nada,"nada, ##das, ##bi","0.2333, 0.2263, 0.2191",negative
Então Vocês negação pediram avaliação do produto eu estava pronta para avaliar joguei dinheiro fora O Mop negação presta propaganda enganosa o cabo só mede numero numero metro tenho estatura baixa e mesmo assim,"avaliação, Você, ##ta","0.1494, 0.1356, 0.1236",negative
Produto nunca chegou a mim já com tanto tempo,"a, chegou, ##to","0.3692, 0.2965, 0.2688",negative
Recomendo pois são realmente responsáveis e cumprem com a entrega a seus clientes até mesmo ante do prazo,"##ndo, e, ##ome","0.1146, 0.1119, 0.1016",positive
Recebi o produto e ainda um brinde maravilhoso Isso é surpreender ao cliente,"##o, ##de, ##nder","0.3737, 0.2092, 0.2087",positive
Parceria péssima prazo para entrega com de numero meses acabei cancelando o produto felizmente me devolveram o produto,"##ima, péss, ##ceria","0.1933, 0.1585, 0.1332",negative
Já se passaram cinco dias do último dia do prazo e até hoje negação recebi vnada,"do, e, ##nada","0.2426, 0.208, 0.2011",negative
Comprei o produto no dia numero numero à noite e chegou em numero numero Bem antes do previsto Agora minha esposa negação precisará me pedir para ajustar a temperatura do chuveiro risos,"##os, Agora, do","0.3111, 0.1855, 0.1794",positive
O produto eh falsificado negação eh o anunciado,"##ificado, negação, e","0.2002, 0.1641, 0.1573",negative
Foi uma ótima compra estou muito satisfeito,"compra, ##eito, estou","0.2441, 0.1908, 0.1353",positive
Excelente qualidade,"##ente, qualidade, Excel","0.3128, 0.2528, 0.0256",positive
O erro foi dos correios que entregou o pacote no prédio em frente ao meu Mas deu tudo certo Muito obrigado,"foi, obrigado, tudo","0.1548, 0.1287, 0.128",positive
Bommm,"##mm, Bom","0.4205, 0.0551",positive
Ótima entrega,"entrega, ##tima, Ó","0.5151, 0.408, 0.0276",positive
Só problema é que negação avisa que é preciso ter um cartucho,"problema, é, avis","0.5954, 0.499, 0.3631",positive
 negação foi cumprido o prazo da entrega na data prometida e até hj data negação recebi a mercadoria falta de compromisso no minimo teria que ter dado uma satisfação mas negação o cliente tem que correr,"no, foi, ##ia","0.0835, 0.0642, 0.0639",negative
Minha encomenda foi entregue bem antes do prazo e é de exelente qualidade Estou muito satisfeita com a empresa,"encomenda, bem, ##eita","0.0817, 0.0749, 0.0689",positive
Produto de fácil montagem e de acordo com as expectativas,"montagem, ##to, e","0.1846, 0.1329, 0.1266",positive
Otimo serviço,"serviço, ##timo, O","0.5302, 0.2155, 0.0309",positive
 negação entregaram ainda já ser passou da data de entrega,"de, da, ##am","0.3584, 0.2347, 0.2111",negative
Qualidade do controle melhor que o original que acompanha o aparelho Recomendo,"que, melhor, ##idade","1.0725, 0.4291, 0.2784",positive
VEIO numero PLACAS AMASSADAS,"##AS, ##SA, ##EI","1.1708, 0.7341, 0.7043",negative
 negação estava achando capinha para o modelo do meu celular e esta encaixou perfeitamente,"##ou, ##ndo, estava","0.3053, 0.2532, 0.2276",positive
Tudo transcorreu conforme acertado Gostaria até em adquirir que negação consta em tela dessas capas tamanho por encomenda enviando a medida para dois som de mesa é viável,"até, que, ##u","0.3675, 0.3661, 0.3503",positive
Produto entregue conforme descrição Muita fofa,"conforme, Mu, descrição","0.187, 0.1846, 0.1844",positive
Bons produtos,"##s, produtos, Bon","0.4132, 0.1472, 0.0334",positive
Recebi todos os outros pendentes que comprei esta faltando o branco,"##bi, todos, ##ndo","0.9691, 0.5978, 0.4184",positive
TUDO VEIO PERFEITO PRODUTO CERTO TEMPO ANTES DO PREVISTO,"V, ##TE, ##RT","0.0813, 0.0802, 0.0753",positive
O produto entregue negação foi o produto comprado por mim o pedido foi feito para o Aspirador De Pó Ph Rapid numero negação numero V e foi entregue ASP PO RAPID TURBO PAS numero numero V Desejo devolução do valor pago e reti,"negação, ##ução, ##e","0.1201, 0.1061, 0.1049",negative
Até hoje negação recebi meu produto Aguardando retorno da empresa para que seja tomada as providencias cabiveis,"##i, receb, ##ndo","0.1102, 0.1085, 0.0856",negative
Produto chegou quebrado e negação consigo realizar a troca pelo site da loja,"e, quebrado, ##to","0.184, 0.1359, 0.1207",negative
Péssimo porém ainda negação recebi meu produto,"##s, ##o, ainda","0.2002, 0.1788, 0.1162",negative
Rapidez,"##idez, Rap","0.3888, 0.0671",positive
Foto muito diferente principalmente a graninha sintética muito rala diferente da foto,"principalmente, ##inha, ##la","0.2954, 0.2647, 0.2626",negative
bom produto,"produto, bom","0.2541, 0.0285",positive
